site,year,subrur,easting,northing,temperature,housesparrow,starling
1,1,-1,280400,698600,1.95,0,0.25
2,9,-1,280400,698601,0.751666667,0.076923077,0.153846154
3,1,1,513000,252200,2.583333333,37.84615385,11.11538461
4,1,-1,259900,370300,4.751666667,10.84615385,12.07692308
5,1,1,524200,201100,2.665,43.34935898,23.6474359
6,1,-1,306600,92200,3.718333333,22.03846154,5.307692308
7,9,-1,306600,92201,2.918333333,0.115384616,1.846153846
8,1,1,429800,218300,2.633333333,9.769230768,13.80769231
9,1,-1,590400,166300,3.971666667,32.29166667,39.20833334
10,3,1,442300,115700,3.436666667,55.73076923,16.38461539
11,1,-1,541200,164200,2.813333333,22.23076923,3.692307693
12,11,-1,541200,164201,2.78,8.076923077,0.230769231
13,1,-1,467800,254200,2.065,11.93006993,5.727272728
14,1,-1,369200,82000,4.231666667,32.39423077,13.68910257
15,30,1,369200,82000,4.973333333,0,0.045454546
16,1,1,390500,173300,2.271666667,7.461538462,6.846153846
17,1,-1,381200,214100,3.381666667,12.80769231,28.15384615
18,1,1,432100,266500,2.56,30.57692308,20.38461539
19,1,1,461900,302100,2.563333333,18.92307692,47.84615385
20,1,-1,591200,248700,2.591666667,35.68181818,6.111888112
21,1,-1,607900,339000,2.923333333,28.96153846,19.6923077
22,1,1,500400,149500,2.706666667,12.46153846,7.615384615
23,1,1,574900,114300,3.645,16.1923077,11.11538462
24,1,-1,400900,162600,2.406666667,2.307692308,2.153846154
25,1,-1,246400,339400,5.006666667,20.52692308,6.161538462
26,1,-1,536600,208700,3.006666667,12.07692308,15.76923077
27,1,1,461000,303200,2.563333333,43.80769231,47.92307692
28,1,1,334700,730300,2.32,31.26923077,29.84615385
29,1,1,445100,216600,2.823333333,26.66666667,22.20833333
30,1,-1,480500,184100,2.08,35.84615385,9.769230771
31,1,-1,345100,153200,3.26,19.76282051,13.5224359
32,4,1,412800,437000,2.646666667,13.80769231,5.538461539
33,1,-1,482900,164400,2.441666667,11,3.423076924
34,1,1,235500,624900,3.53,31.26923077,27.6923077
35,1,1,564200,320500,3.043333333,7.538461539,19.61538462
36,1,-1,648800,274600,3.66,32.11538462,8.354700857
37,1,1,496800,143200,2.565,29.88461539,37.84615385
38,4,-1,367200,206900,3.128333333,6.84469697,2.761363637
39,1,1,520400,167900,3.805,6.73076923,8.006410257
40,1,1,462900,300200,2.563333333,13.35576923,9.19230769
41,1,-1,457100,81700,4.593333333,17.65384616,26.84615385
42,1,-1,362000,383600,3.298333333,12.69871795,7.375
43,1,-1,469900,198600,2.546666667,8.230769231,4.384615385
44,4,1,569500,114000,3.416666667,30.42307693,0.115384616
45,1,-1,454400,294900,2.445,15.24358974,17.2948718
46,7,-1,454400,294901,2.008333333,8.153846154,11.84615385
47,1,1,412900,279300,2.55,18.26923077,21.73076923
48,1,1,391100,803600,2.513333333,8.807692308,5.384615385
49,18,1,391100,803601,2.501666667,7.283216784,4.737762238
50,1,-1,386400,253200,3.135,29.45833333,12.54166667
51,1,1,368400,432600,2.911666667,12.65384616,13.92307693
52,1,-1,388200,197900,2.518333333,6.192307693,6.653846154
53,1,1,555900,187100,3.258333333,29.12820513,16.09935898
54,3,-1,411200,304200,2.621666667,35.61538462,12.76923077
55,1,-1,186500,56100,4.701666667,9.213675214,10.52564103
56,1,1,545200,260500,3.018333333,19.30769231,20.1923077
57,12,1,545200,260501,1.578333333,18.46153846,29.53846154
58,1,-1,492800,212500,2.463333333,7.125,29.75
59,1,1,497700,220400,2.62,10.69230769,4.538461538
60,1,-1,279100,380900,5.405,5.643939394,3.46969697
61,1,1,277400,381700,5.405,27.08791209,19.31318682
62,1,-1,465900,292000,2.068333333,17.69230769,24.15384615
63,15,-1,465900,292001,1.278333333,7.5,22.33333333
64,19,-1,465901,292002,2.83,3,0.615384615
65,1,1,377400,392100,3.836666667,22.36363637,27.50757576
66,1,-1,407200,139500,2.703333333,25,25
67,2,1,383900,381600,3.565,8.038461539,5.076923077
68,4,-1,402900,386900,2.11,17.15384615,11.84615385
69,2,-1,360000,132600,3.203333333,0,3.115384616
70,4,1,368000,81200,4.501666667,9,16.61538462
71,2,1,432700,268300,2.673333333,22.68181818,35.26136364
72,4,1,334400,162500,4.465,10,17.69230769
73,2,1,506500,251700,2.676666667,21.61538462,13.07692308
74,2,-1,302300,380900,4.981666667,21.30769231,19.84615385
75,4,1,377300,390300,3.635,11.84615385,26.46153846
76,2,1,424600,132800,2.686666667,26.84615385,21.46153847
77,2,1,292500,64300,5.431666667,0.153846154,6
78,2,-1,493900,139800,2.7,3.192307692,0.153846154
79,2,-1,584400,212100,3.126666667,33.07692308,24.61538462
80,3,-1,475900,186400,1.828333333,4.2,0
81,4,1,630700,140200,3.928333333,25.07692308,11.15384615
82,2,1,546900,251800,2.846666667,32.80769231,15.84615385
83,4,-1,499600,170200,2.861666667,18.19230769,18.46153846
84,2,1,642300,290400,2.688333333,9.875,4.583333334
85,23,1,642300,290401,2.345,11.46153846,15.23076923
86,2,1,335500,417200,3.613333333,12.11538462,24.42307692
87,2,1,392500,221800,3.711666667,7.115384616,17.96153846
88,2,-1,541200,121500,3.14,10.34615385,11.6923077
89,2,-1,195300,208700,4.325,6.038461539,21.38461539
90,4,-1,595200,149200,3.02,23.15384616,13.84615385
91,2,1,334500,162400,4.65,15.61538462,17.69230769
92,2,1,407700,571800,2.21,30.82051282,18.97756411
93,2,-1,236100,634900,3.49,10.84615385,18.23076923
94,2,1,439100,336900,2.951666667,27,13.5
95,2,1,392300,173500,2.508333333,17.73076924,6.26923077
96,3,1,337600,402100,3.756666667,10.69230769,13.69230769
97,2,-1,349500,470500,3.905,2.5,1.538461539
98,2,-1,483500,215400,2.673333333,42.53846154,13.11538462
99,2,-1,210700,215000,3.551666667,0,29.65384616
100,3,1,578000,167300,3.238333333,12.61538462,31.53846154
101,3,1,225400,642000,3.513333333,16.70192308,12.99679488
102,3,1,364400,173200,3.503333333,9.576923077,5.423076923
103,3,-1,350200,486500,2.24,4.692307693,0.038461539
104,3,1,419100,209500,2.505,9.269230769,15.73076923
105,3,-1,432500,297400,2.408333333,9.576923077,8.615384616
106,3,1,383800,283600,2.738333333,6.708333334,2.208333334
107,4,1,348100,425900,3.355,12.11538462,14.42307693
108,4,-1,489100,303000,1.68,0.818181818,0.153846154
109,12,-1,489100,303001,0.338333333,2.692307693,6.153846154
110,4,-1,524201,201100,2.603333333,24.96153846,9.615384613
111,4,-1,411000,427100,2.325,9.999999998,7.038461539
112,4,-1,118800,849100,3.45,17.5,3
113,4,1,460900,453800,2.425,27.07692308,21.92307692
114,4,1,316700,210800,2.111666667,21,6.038461539
115,4,1,573800,116000,2.963333333,23.80769231,13.26923077
116,4,1,496900,143700,2.625,20.76923077,3.230769231
117,4,1,508900,199200,2.686666667,13.19230769,6.038461539
118,4,1,332600,107800,3.38,7.192307693,5.884615384
119,4,1,5.00E+05,156300,2.813333333,24.5,18.96153846
120,4,1,496800,157600,2.813333333,4.903846154,2.80448718
121,4,1,432500,87500,4.823333333,6.384615385,13.38461538
122,4,-1,616100,139100,3.433333333,21.65384616,25.96153847
123,4,1,433400,456200,1.938333333,15.15384616,34.07692308
124,4,1,484600,231200,2.258333333,20.84615385,4.884615385
125,4,1,445800,119200,3.76,9.038461539,1.230769231
126,4,1,501300,306900,2.411666667,13.09615385,16.09294872
127,4,1,492900,149900,2.578333333,17.46153846,9.307692308
128,4,1,527900,196400,3.228333333,17.30769231,27.46153846
129,5,1,420900,560200,2.906666667,8.081196582,7.743589744
130,4,-1,508200,291200,2.396666667,14.75,8.358974359
131,4,1,425500,559800,2.198333333,14.61538462,5.5
132,11,1,425500,559801,2.523333333,19.34615385,10.19230769
133,4,1,513600,181800,3.565,14.03846154,11.34615385
134,4,-1,393800,219500,3.281666667,23.19230769,13
135,10,1,491600,211700,2.435,11.125,23.25
136,4,1,420901,560200,2.501666667,17.61538462,5.038461539
137,4,1,484900,146800,2.651666667,15,15.42307692
138,4,-1,370400,486600,1.051666667,0.045454546,0.178030303
139,4,1,348500,168100,3.761666667,9.730769231,19.53846154
140,4,1,347600,170200,4.045,23.42307693,17.88461539
141,4,1,341200,409300,3.043333333,15.65034965,15.86713287
142,4,1,337200,401300,3.65,22.61538462,12.65384616
143,4,1,335400,393900,4.038333333,26.7948718,5.016025641
144,14,1,335400,393901,4.016666667,20.61538462,7.730769231
145,4,-1,489800,307100,1.935,2.192307693,7.423076923
146,4,1,336900,365000,3.355,27.55769231,21.18846154
147,4,1,602600,221700,2.941666667,11.69230769,0
148,5,-1,259400,687900,1.943333333,9.884615386,10.57692308
149,5,1,452100,349100,3.095,7.961538462,0.653846154
150,5,-1,362500,157800,3.9,19.38782051,11.34935897
151,5,-1,258500,843300,1.11,0,0
152,5,1,405200,92700,4.496666667,13.61538462,10.03846154
153,5,1,430000,108500,3.545,9.057692308,0.375
154,6,-1,502200,307000,2.45,20.84615385,20.88461539
155,6,1,504000,155200,2.556666667,46.38257576,9.867424243
156,6,1,575700,156600,2.658333333,15.34615385,4.230769231
157,6,1,334500,660300,2.396666667,14.50349651,2.412587413
158,6,-1,387100,255900,2.85,20.07692308,25.69230769
159,6,1,589200,134300,2.413333333,13.96153846,22.38461539
160,6,-1,380400,160600,2.793333333,4.076923077,3.76923077
161,6,1,615500,342700,3.555,18.5,10.03846154
162,6,1,505400,194900,2.44,6.307692308,6.846153846
163,12,1,505400,194901,1.623333333,14.76923077,4.538461539
164,6,1,402800,302200,2.538333333,4.115384616,0.923076924
165,22,1,402800,302201,3.043333333,2.022435898,2.762820513
166,27,1,402801,302202,2.801666667,0.153846154,0.76923077
167,6,1,325900,639600,1.005,11.96153847,0.153846154
168,6,-1,346600,146000,3.41,10.3525641,2.724358974
169,6,-1,546400,153500,1.44,4.427884616,0.975961539
170,6,-1,538800,198900,3.206666667,51.46853147,38.88811189
171,6,-1,349000,89700,3.865,3.384615385,2.307692308
172,6,-1,521100,128700,2.09,4.909090909,5.227272728
173,6,1,338800,402800,3.725,17.15384615,5.615384616
174,6,-1,412700,447700,2.681666667,14.30769231,10.5
175,6,-1,484200,189600,1.811666667,14.90909091,22.54545455
176,6,-1,243700,379900,3.956666667,0.115384616,0
177,6,-1,504000,213600,2.165,16.8,6.4
178,7,-1,484200,122900,2.853333333,15.15384616,7.115384615
179,7,-1,393400,664600,2.23,19.83333334,22.20833334
180,7,-1,379000,269500,2.31,4.923076923,3
181,7,-1,417000,103900,2.553333333,23.76923077,3.384615385
182,7,-1,490200,149300,2.593333333,23.65384615,20.57692308
183,7,-1,327300,278600,1.303333333,8.006993007,1.122377623
184,7,1,245400,373400,3.71,18.69230769,43.15384616
185,7,-1,536900,211900,2.848333333,18.77692308,15.69615385
186,7,-1,609500,340400,3.271666667,40.88811189,8.332167832
187,7,1,245700,372000,3.71,0,1.079545455
188,7,-1,240500,361600,4.593333333,27.11538462,3.884615385
189,7,1,389200,282600,2.253333333,18.11538462,6.692307692
190,7,1,519300,196800,2.658333333,3.461538462,2.153846154
191,7,-1,575500,152400,2.873333333,23.58076923,4.634615385
192,7,1,332500,107900,3.111666667,30,29.23076923
193,7,1,432700,384800,2.601666667,12.80769231,13.92307692
194,7,-1,430800,114800,3.488333333,14.31410257,4.262820513
195,8,1,383900,377900,3.008333333,10.07692308,9.307692306
196,8,1,430600,266600,2.636666667,49.42307692,20.42307693
197,8,-1,454500,102300,4.796666667,11.19230769,13.1923077
198,8,1,257500,658600,2.241666667,8.92948718,1.208333334
199,8,-1,408600,415000,1.965,16.30769231,4.346153847
200,8,1,501500,307400,2.76,25.65,9.325
201,8,1,357300,176400,4.026666667,7.402097902,2.258741259
202,13,1,357300,176401,4.135,0.5,0.423076923
203,8,-1,380500,121600,3.053333333,10.03846154,13.73076923
204,8,-1,393000,89800,3.798333333,1.576923077,0.5
205,8,1,287500,721600,0.728333333,1.961538462,2.230769231
206,34,1,287500,721601,1.223333333,16.26136364,0.909090909
207,8,1,530300,408300,3.515,11.57692308,22.42307692
208,8,1,280100,694200,1.901666667,13.26923077,12.15384616
209,9,1,382400,205000,1.548333333,34.925,9.533333334
210,9,1,458600,83700,3.73,5.923076923,0
211,9,-1,454900,439200,1.471666667,8.923076923,2.884615385
212,9,1,485600,146400,1.693333333,5.615384616,0.692307693
213,9,-1,300700,258500,1.281666667,13.63141026,0.961538462
214,9,1,511300,103500,3.631666667,16.57692308,17.96153846
215,9,-1,258200,147000,5.14,0.878205128,6.942307693
216,9,1,421000,304300,1.271666667,15.58391609,4.314685315
217,9,1,246200,372600,3.373333333,0,5.521367522
218,9,-1,550900,364900,2.065,45.73076924,39.46153846
219,9,1,4.00E+05,386000,1.781666667,19.84615385,15.73076923
220,9,1,436200,113500,3.061666667,12.34615385,23.38461539
221,9,-1,520600,128700,1.57,6.25,14.33333333
222,10,1,458500,131500,2.733333333,2.073717949,4.102564103
223,10,-1,532900,384600,2.15,23.11538462,17
224,10,-1,391300,216700,3.255,8.80769231,5.653846154
225,10,1,350200,311400,2.848333333,22.61538462,10.61538462
226,10,-1,373600,217600,3.148333333,18.19230769,24.11538462
227,10,1,288200,697300,1.801666667,8.461538462,7.769230768
228,10,-1,590100,248800,2.553333333,4.615384615,2.615384615
229,10,1,452300,274500,2.371666667,20.73776224,17.60839161
230,10,-1,521200,106400,4.135,23.46153846,16.11538462
231,10,1,345100,478100,2.958333333,6.769230769,5.884615385
232,10,1,618300,342500,3.566666667,23.93910257,12.08653846
233,10,1,522900,212700,2.651666667,14.03846154,3.76923077
234,11,-1,434400,342500,2.326666667,23.4965035,4.643356644
235,11,-1,454000,273700,2.633333333,54.92307692,7.26923077
236,11,1,456700,406200,2.935,18.48601399,9.468531471
237,11,1,423800,569200,2.468333333,7.038461539,8.181818182
238,11,1,391000,388600,3.375,8.115384616,0.5
239,23,1,391000,388601,3.088333333,12.99038462,11.94871795
240,11,-1,407200,255600,2.813333333,3.641666667,0.091666667
241,11,-1,609500,333500,2.438333333,9.958333335,4.333333334
242,11,-1,454400,102000,4.511666667,7.538461538,0.076923077
243,11,-1,500300,375100,2.506666667,20.23076923,32.30769231
244,11,1,238700,477600,4.533333333,8.076923077,9
245,11,-1,376600,273500,2.718333333,0.136363637,0.181818182
246,11,1,437100,276700,2.843333333,5.692307692,2.576923077
247,11,1,404400,285100,3.313333333,22.30769231,13.1923077
248,11,-1,244700,365700,4.683333333,38.05944056,12.68881119
249,12,-1,520200,314800,1.091666667,20.54615385,6.261538462
250,11,1,435000,113800,3.458333333,11.96590909,20.31818182
251,11,1,448300,515600,2.628333333,10.58333333,5.958333334
252,11,-1,476300,490700,1.366666667,1.076923077,0
253,11,1,326500,701300,1.738333333,13.73076923,7.615384616
254,11,1,462300,299700,2.575,22.46153846,16
255,11,1,488900,282800,2.236666667,13.5,5.807692308
256,17,1,488900,282801,1.455,20.11858974,18.0224359
257,11,1,403700,90300,3.85,1.730769231,0.615384615
258,12,1,442200,122600,2.325,1.846153846,0.269230769
259,12,1,472800,175100,1.643333333,20.5,8.230769231
260,30,1,472800,175101,3.403333333,3.423076923,5.153846154
261,12,-1,576600,135500,1.833333333,53.65384615,10.38461538
262,12,1,489900,194400,1.313333333,13.66346154,10.40384616
263,12,-1,456300,420600,1.146666667,21.26923077,1.384615385
264,12,1,503300,421900,1.68,10.98601398,5.853146853
265,19,1,503300,421901,3.915,9.175,1.45
266,13,1,430700,265800,2.735,47.30769231,56.15384616
267,13,1,531200,157600,3.158333333,29.80769231,9.192307694
268,13,-1,405000,570000,1.636666667,4.692307693,3.346153846
269,13,-1,481200,192300,2.446666667,35.5,16.92307693
270,13,1,514200,148300,2.448333333,6.153846154,10.30769231
271,13,1,339900,406000,3.695,25.76923077,17.30769231
272,15,1,496800,373200,1.506666667,16.57692308,5.769230769
273,13,-1,488300,131000,2.838333333,9.192307693,3.445512821
274,14,1,517400,157800,2.711666667,21.80128205,14.18910257
275,14,1,537200,132500,2.546666667,12.3974359,20.58653846
276,14,1,235500,619900,2.621666667,13.15384615,10.5
277,14,-1,414300,416500,2.413333333,18.5,30.41666667
278,14,1,454200,207200,3.443333333,13.61538462,7.423076923
279,14,1,320400,181600,3.673333333,16.11538462,10
280,14,1,502200,308000,2.531666667,19.61538462,20.65384616
281,14,-1,367700,491900,1.846666667,4.465909091,1.765151516
282,17,1,265400,664000,1.95,6.615384615,7.653846154
283,15,-1,490100,168600,1.876666667,0,0.461538462
284,15,1,337100,371500,2.858333333,8.807692308,5.730769231
285,15,-1,232200,377300,3.915,33.84615385,14.5
286,23,-1,232200,377301,4.71,40.96153847,49.07692308
287,15,1,390000,386500,2.851666667,6,3.076923077
288,15,-1,506500,361300,2.05,9.807692308,14.46153846
289,15,1,352700,429700,2.888333333,10.57692308,2.384615385
290,15,-1,455900,118300,2.028333333,12.76923077,2.153846154
291,15,-1,393200,562300,1.085,0.846153846,2.307692308
292,15,-1,516200,304100,1.981666667,13.07692308,10.5
293,15,1,499100,171400,2.06,1.157051282,0.038461539
294,15,1,265500,654600,1.3,2.769230769,8.323076923
295,15,-1,277400,365100,3,0.038461539,3.038461539
296,15,-1,262000,652700,1.363333333,2.196153846,7.019230769
297,15,-1,411400,568600,1.605,0.041666667,1.716666667
298,16,1,411000,447200,1.458333333,0.846153846,7
299,16,1,312800,726500,0.3,0.538461539,5.576923077
300,16,1,492000,212000,1.308333333,6.538461539,18.07692308
301,16,-1,234200,495200,3.416666667,23.42307693,6.653846152
302,16,1,396700,309800,1.303333333,6.192307692,1.538461539
303,23,1,396700,309801,2.401666667,3.769230769,0.538461538
304,16,1,581300,166400,2.625,35.42307692,36.19230769
305,23,1,581300,166401,3.583333333,24.53846154,28.96153846
306,16,1,270200,645100,0.161666667,6.713286714,2.856643357
307,16,-1,528100,167900,2.75,47.92307693,12.34615385
308,16,1,394800,283200,1.328333333,8.769230767,22.92307693
309,16,1,393800,305100,1.35,21.53846154,15.30769231
310,16,1,423500,414800,1.231666667,3.397435898,4.035256411
311,16,-1,351000,516100,0.603333333,0,7.884615387
312,19,-1,381700,176700,3.356666667,1.665384616,0
313,28,-1,381700,176701,3.705,2.038461539,0
314,17,1,503800,161100,2.535,21.19230769,6.884615385
315,17,1,516900,131700,1.978333333,3.423076923,7.692307693
316,17,-1,493000,183800,2.226666667,2.692307693,2.923076923
317,17,1,390600,262300,2.161666667,11.62820513,14.03525641
318,17,1,516201,304100,2.103333333,12.61538462,16.11538462
319,17,-1,271900,643000,0.778333333,9.248251748,10.9965035
320,17,-1,363200,209300,2.465,6.583333334,0.076923077
321,17,-1,441200,250100,1.68,1.538461538,8.230769231
322,23,-1,441200,250101,2.211666667,0.302884616,0.331730769
323,17,1,597600,234300,1.98,30,10.63636364
324,17,1,514600,214400,2.01,7.307692308,12.11538462
325,17,1,493300,182400,2.226666667,9.769230769,9.769230769
326,18,-1,337900,750500,1.173333333,18.45512821,6.323717949
327,18,1,455700,334600,3.51,30.11538462,22.23076923
328,18,-1,424700,94000,4.7,6.115384616,3.153846154
329,18,1,527000,136100,3.016666667,9.599358973,1.852564103
330,18,1,620000,243300,3.628333333,12.76923077,17.92307692
331,18,-1,453300,265900,3.07,19.66783217,20.57342657
332,18,1,379700,220500,3.863333333,5.25,20.41923077
333,18,-1,501600,128000,3.418333333,12,8.884615385
334,18,-1,452700,288300,2.781666667,11.56410256,4.20940171
335,18,-1,588600,113300,5.325,11.64685315,4.888111888
336,18,1,580600,183300,4.733333333,32.8006993,20.24125875
337,18,-1,142500,851500,2.71,13.46538462,0.538461539
338,23,-1,142500,851501,2.761666667,11.74786325,3.623931624
339,18,1,616800,135400,4.188333333,31.10897436,20.45512821
340,18,1,407100,199100,3.283333333,2.615384616,0.692307693
341,22,-1,460800,156300,2.863333333,0.346153846,1.692307693
342,19,1,381600,304100,3.123333333,30.38461538,4.038461539
343,19,1,354000,634300,2.44,5.083333333,3.333333333
344,19,1,515400,125600,3.571666667,8.692307693,18.96153847
345,19,-1,431400,402900,3.558333333,13.22307693,13.62692308
346,19,1,542100,296300,3.388333333,42.80769231,56
347,19,1,403700,297700,3.726666667,17.33333334,11.08333333
348,19,1,494200,99700,5.731666667,10.57692308,9.307692308
349,19,1,351400,715600,4.038333333,19.1923077,15.69230769
350,19,1,536600,156200,3.485,1.161616162,0.939393939
351,19,1,486000,184200,3.281666667,0.115384616,5.653846154
352,19,1,435500,456300,3.24,5.9,8.976923075
353,19,-1,343100,117100,4.428333333,0.692307693,0.615384616
354,23,-1,343100,117101,3.455,4.76923077,5.5
355,19,-1,430500,357200,2.983333333,0.153846154,0.038461539
356,19,1,306500,184400,3.938333333,19.88461539,7.76923077
357,19,1,434200,381800,3.906666667,19.26923077,15.58974359
358,23,1,434200,381801,2.853333333,17,4.307692308
359,19,1,382500,437400,3.263333333,10.83333333,15.33333333
360,19,1,292500,65100,5.988333333,3.794871795,5.211538462
361,19,1,583800,192600,4.095,15.5,15.58333333
362,19,1,392700,221900,4.271666667,6.461538462,6.076923077
363,19,-1,580300,131700,3.766666667,13,0.416666667
364,33,-1,580300,131701,3.51,11.20512821,3.544871795
365,19,1,437300,121100,4.265,4.818181818,9
366,23,1,437300,121101,3.288333333,6,8.409090909
367,24,1,398500,97900,3.29,5.038461539,3.538461538
368,19,1,505000,238000,3.381666667,11.38461538,11.92307692
369,20,1,480100,483900,3.391666667,24.56089744,21.81089744
370,19,1,406300,301700,3.375,26.42307693,20.07051282
371,20,-1,401200,257200,4.026666667,5.142307693,30.39615385
372,20,1,487400,193900,4.065,13.65064103,5.798076923
373,20,-1,342800,715300,3,7.206293707,0
374,20,-1,432800,111000,5.186666667,1.846153847,1
375,20,1,441700,390400,4.755,9.423076922,16.76923077
376,20,1,638600,165800,6.088333333,4.653846154,1.26923077
377,22,-1,420300,321900,2.951666667,8.076923075,7.076923077
378,20,1,496300,145700,4.341666667,0,5.038461539
379,20,-1,492800,183300,4.368333333,6.230769231,4.423076923
380,29,-1,492800,183301,3.533333333,0.26923077,1.730769231
381,20,1,420500,445700,3.95,12.42307693,17.5
382,20,-1,278900,61400,5.326666667,48.07692308,7.192307693
383,20,1,355700,179200,5.241666667,8.503496506,20.15734266
384,20,-1,424800,229300,4.106666667,0,0.041666667
385,20,-1,259400,856900,2.188333333,12.8931624,0.038461539
386,20,-1,441600,462700,3.788333333,7.297202798,2.730769231
387,23,1,389600,300700,2.405,9.923076923,48.76923077
388,23,1,417200,566200,2.068333333,25.96153846,13.57692308
389,34,1,417200,566201,3.01,17.53846154,8.653846156
390,21,1,387000,405000,3.545,9.346153847,6.423076923
391,21,1,411400,295300,2.608333333,1.269230769,0
392,25,1,446200,114400,5.286666667,4.969230769,3.184615385
393,23,1,546400,259800,2.713333333,7.310606061,1.291666667
394,23,1,448200,344500,2.558333333,0,10.76923077
395,23,-1,338900,476000,2.751666667,9.929487179,6.615384616
396,23,-1,493200,469500,1.84,49.80769231,14.65384616
397,23,1,475900,424200,2.461666667,16.73076923,18
398,23,-1,363900,269300,2.446666667,22.29807693,6.658653846
399,23,1,306900,82100,5.135,6.076923077,14
400,23,1,498500,369500,2.42,11.97802198,11.28021978
401,23,1,450000,198400,2.86,9.272727274,12.54545455
402,33,1,450000,198401,3.408333333,2.5,5.307692308
403,23,1,626300,308600,2.778333333,3.538461539,2.307692308
404,23,-1,456500,179700,2.35,12.84615385,0.730769231
405,23,1,386400,412800,2.42,17.2972028,34.52447553
406,23,1,151800,40500,5.951666667,7.836538462,16.05448718
407,23,1,503200,421500,2.925,22.41025641,7.958333334
408,23,-1,450600,457600,2.278333333,39.61538462,30.92307693
409,23,-1,514600,214500,2.493333333,8.961538462,18.57692308
410,23,1,526500,136200,2.245,2.961538462,2.307692308
411,23,1,462300,342400,2.851666667,5,0.692307693
412,23,-1,587600,220400,2.8,15.46153846,22.61538462
413,23,-1,502600,252600,2.505,2.538461538,4.807692308
414,23,-1,187300,221100,4.326666667,8.423076923,29.42307693
415,23,1,532600,160900,3.298333333,3.923076923,0.846153846
416,23,1,285400,649700,0.791666667,10.07692308,17.80769231
417,23,1,374700,319900,2.266666667,11.84615385,15.61538462
418,23,1,402500,393700,1.616666667,7.807692308,13.34615385
419,23,1,394300,393600,3.25,4,0.5
420,23,1,527300,134600,2.351666667,8.538461537,11.34615385
421,23,1,412800,288600,2.803333333,9.653846153,5.769230769
422,23,-1,469100,442000,2.205,28.57692308,4.730769231
423,22,1,413000,416800,2.911666667,6.923076923,13.34615385
424,23,1,374000,336000,2.148333333,6.730769231,4
425,23,1,632600,308200,2.803333333,10.26923077,8.923076922
426,23,-1,305500,727000,1.331666667,0,0.384615385
427,23,1,622500,245400,2.785,2.923076923,5.653846154
428,23,-1,359500,426600,3.23,25.19230769,51.15384615
429,23,-1,268700,758500,0.215,0,9.307692306
430,23,-1,326200,639500,0.495,0,1.625
431,23,-1,366300,792400,0.898333333,14.23076924,1.153846154
432,23,-1,458300,314900,2.398333333,18.65384616,8.807692308
433,23,1,652900,291200,3.285,7.923076921,34.69230769
434,23,1,351100,635600,1.285,6.5,69.84615385
435,23,-1,434200,316600,2.156666667,17.84615385,4.153846154
436,23,-1,500200,387400,2.203333333,36.6923077,30.69230769
437,28,1,532600,125400,4.111666667,19.26923077,2.653846154
438,23,-1,261200,379300,5.371666667,2.246794872,1.935897436
439,23,-1,434100,264600,2.468333333,3.423076923,2.307692308
440,23,-1,279100,681200,1.421666667,0,0.230769231
441,23,1,525100,270200,2.948333333,35.96153847,25.80769231
442,29,-1,328700,478800,3.098333333,5.653846154,2.576923077
443,23,-1,291600,677100,2.178333333,6.961538462,5.653846154
444,23,-1,474500,360000,2.28,8.153846154,8.807692308
445,23,1,618900,243100,2.775,16,33.15384615
446,23,-1,603400,343500,3.3,5.423076923,5.230769231
447,23,1,373100,413900,2.48,5.291666667,0.974358974
448,23,-1,383700,378600,2.738333333,3.961538462,8.000000003
449,23,-1,400200,464500,1.571666667,12.76923077,5.5
450,23,1,630700,235400,3.915,11.32371795,12.22756411
451,23,1,597601,234300,2.416666667,17.76923077,9.115384614
452,28,1,597601,234301,3.886666667,12.66433567,3.660839161
453,23,-1,411500,421300,2.768333333,4.178321678,0.583916084
454,24,1,486500,209300,2.588333333,4.26923077,4.653846154
455,28,1,555100,280800,3.901666667,5.307692308,42.23076923
456,23,1,207100,560500,2.933333333,11.1923077,1.346153846
457,23,1,606400,259700,2.596666667,17.24358974,33.84615385
458,23,-1,322900,556000,2.695,59.84615385,7.423076923
459,23,1,618500,243100,2.775,8.230769231,18.53846154
460,25,-1,311400,257100,3.073333333,18.07692308,0.153846154
461,27,-1,281400,192100,3.315,5.76923077,0
462,23,-1,351400,175400,4.171666667,0,1.983974359
463,23,-1,196100,218200,3.785,23.04195805,22.22027972
464,23,-1,420400,366500,2.04,19.88461538,11.26923077
465,23,-1,346500,382800,3.471666667,4.858974359,10.88782051
466,24,-1,611000,285400,2.606666667,4.769230769,18.15384615
467,24,1,318700,180400,3.125,3.692307692,7.076923077
468,24,1,475100,106700,3.62,22.84615385,21.76923077
469,24,-1,347000,626600,0.32,4.753846154,0
470,24,-1,329000,257000,2.151666667,6,6.307692308
471,24,-1,352200,469800,2.096666667,5.423076923,11.65384615
472,25,1,435800,113700,5.33,16.85897436,21.70512821
473,25,1,281300,360700,3.431666667,6.541666667,0.439102565
474,25,-1,234100,677700,3.315,11.875,0.625
475,25,-1,332800,636800,1.256666667,0.243589744,2.608974359
476,25,-1,379300,807100,1.503333333,0.307692308,0
477,25,1,429200,438100,3.645,12.18269231,22.24679488
478,25,1,420800,585200,3.116666667,20.07692308,27.30769231
479,25,-1,395200,392200,3.62,27.65384615,11.80769231
480,25,-1,358600,409900,3.961666667,18.80769231,3.923076923
481,25,-1,459100,435800,3.143333333,24,3.038461539
