site,year,subrur,easting,northing,temperature,housesparrow,starling
405,26,1,386400,412800,2.506666667,33.54895105,45.75524476
405,27,1,386400,412800,2.743333333,24.5,43.80769231
405,28,1,386400,412800,4.098333333,22.36153846,37.69615385
405,29,1,386400,412800,3.153333333,28.07692308,35.42307693
405,30,1,386400,412800,3.375,29.15384616,31.80448718
405,31,1,386400,412800,2.251666667,21.24679488,24.82051282
405,32,1,386400,412800,3.536666667,16.7,15.11666667
405,33,1,386400,412800,2.825,8.615384614,19.57692308
405,34,1,386400,412800,2.73,6.560897436,19.67307693
405,35,1,386400,412800,3.605,3.730769231,12.57692308
405,36,1,386400,412800,2.79,1.923076923,15.15384616
406,24,1,151800,40500,5.81,7.741258741,15.73076923
406,25,1,151800,40500,6.99,13.46153847,10.84615385
406,26,1,151800,40500,5.856666667,18,11.30769231
406,27,1,151800,40500,5.496666667,13.66346154,11.04166667
406,28,1,151800,40500,6.913333333,10.46153846,11.53846154
406,29,1,151800,40500,6.375,11.11538461,12.42307693
406,30,1,151800,40500,6.403333333,11.26923077,13.57692308
406,31,1,151800,40500,5.915,10.8974359,9.820512819
407,24,1,503200,421500,2.976666667,15.5,8
407,25,1,503200,421500,3.74,14.07692308,8.5
407,26,1,503200,421500,3.271666667,20,3.653846154
407,27,1,503200,421500,3.346666667,14.88461539,5.307692308
407,28,1,503200,421500,4.611666667,13.30769231,6.26923077
407,29,1,503200,421500,3.575,8.538461539,3.307692308
407,30,1,503200,421500,3.998333333,7.195804196,6.066433567
407,31,1,503200,421500,3.001666667,7.730769231,5.769230769
407,32,1,503200,421500,4.08,6.137820513,2.862179488
407,33,1,503200,421500,3.72,12.30769231,5.346153846
407,34,1,503200,421500,3.596666667,10.82167832,2.27972028
408,24,-1,450600,457600,2.068333333,32.11538462,41.57692308
408,25,-1,450600,457600,3.136666667,27.12692308,36.58846154
408,26,-1,450600,457600,2.635,22.22115385,31.66346154
408,27,-1,450600,457600,2.653333333,19.5,23.38461539
408,28,-1,450600,457600,3.945,23.92307693,28.42307693
408,29,-1,450600,457600,2.881666667,16.5,26.30769231
408,30,-1,450600,457600,3.251666667,20.63986014,24.73776224
408,31,-1,450600,457600,2.18,17.46153847,22.57692308
408,32,-1,450600,457600,3.463333333,11.96153846,19.07692308
408,33,-1,450600,457600,2.831666667,7.500000003,21.57692308
408,34,-1,450600,457600,2.885,6.423076923,25.30769231
408,35,-1,450600,457600,3.533333333,2.615384616,17.80769231
408,36,-1,450600,457600,2.881666667,1,15.61538462
409,24,-1,514600,214500,2.65,6.769230769,12.42307693
409,25,-1,514600,214500,3.655,7.576923077,18.38461539
409,26,-1,514600,214500,2.48,5.653846154,20.30769231
409,27,-1,514600,214500,2.626666667,0,14.61538462
409,28,-1,514600,214500,3.808333333,0.384615385,24.88461539
409,29,-1,514600,214500,3.285,0,23.23076923
409,30,-1,514600,214500,3.323333333,0,18.69230769
409,31,-1,514600,214500,2.931666667,2.26923077,14.15384616
409,32,-1,514600,214500,3.753333333,2.230769231,6.692307692
409,33,-1,514600,214500,3.246666667,1.192307693,5.538461539
409,34,-1,514600,214500,3.093333333,0,10.65384615
409,35,-1,514600,214500,3.473333333,1.461538462,7.730769231
409,36,-1,514600,214500,2.786666667,2.115384616,8.115384614
410,24,1,526500,136200,2.445,5.769230769,1.76923077
410,25,1,526500,136200,3.645,3.076923077,1.153846154
410,26,1,526500,136200,2.36,4.394230769,0
410,27,1,526500,136200,2.336666667,2.730769231,2.884615385
411,24,1,462300,342400,2.845,3.708333334,0.393939394
411,25,1,462300,342400,3.83,0.05,0
411,26,1,462300,342400,2.946666667,0.076923077,0.1
411,27,1,462300,342400,3.161666667,0.05,0
411,28,1,462300,342400,4.468333333,0.076923077,0
411,29,1,462300,342400,3.626666667,0,0
411,30,1,462300,342400,3.83,0,0
411,31,1,462300,342400,3.006666667,0,0.045454546
411,32,1,462300,342400,4.133333333,0,0
411,33,1,462300,342400,3.543333333,0,0
411,34,1,462300,342400,3.53,0,0
411,35,1,462300,342400,4.13,0,0
411,36,1,462300,342400,3.576666667,0,0
412,24,-1,587600,220400,3.021666667,9.833333333,16
412,25,-1,587600,220400,4.013333333,11.54166667,20.58333334
413,24,-1,502600,252600,2.605,0.807692308,3.115384615
413,25,-1,502600,252600,3.531666667,0.346153846,2.692307693
413,26,-1,502600,252600,2.371666667,1.038461539,4.115384616
413,27,-1,502600,252600,2.588333333,0.961538462,5.884615385
413,28,-1,502600,252600,3.828333333,0.307692308,1.884615385
414,24,-1,187300,221100,3.886666667,5.923076924,23.34615385
414,25,-1,187300,221100,5.411666667,5.958333334,23.93910257
414,26,-1,187300,221100,4.133333333,10.88461539,30.46153846
414,27,-1,187300,221100,4.2,9.653846156,28.57692308
414,28,-1,187300,221100,5.606666667,6.192307693,22.57692308
414,29,-1,187300,221100,4.923333333,8.346153845,28.23076923
414,30,-1,187300,221100,4.883333333,9.615384614,28.19230769
414,31,-1,187300,221100,3.998333333,9.996153846,34.71538462
414,32,-1,187300,221100,5.416666667,7.769230767,42.88461539
414,33,-1,187300,221100,4.785,4.576923077,36.26923077
414,34,-1,187300,221100,4.363333333,8.423076922,42.69230769
414,35,-1,187300,221100,5.191666667,4.653846154,40.26923077
415,24,1,532600,160900,3.511666667,3.423076923,0.192307693
415,25,1,532600,160900,4.643333333,3.307692308,1.423076923
415,26,1,532600,160900,3.38,2.695804196,0.122377623
415,27,1,532600,160900,3.443333333,1.863636364,1.160839161
415,28,1,532600,160900,4.645,1.538461539,1.423076923
416,24,1,285400,649700,-0.101666667,8.653846154,14.46153847
416,25,1,285400,649700,1.405,8.615384615,15.88461539
416,26,1,285400,649700,1.033333333,11.07692308,17.03846154
416,27,1,285400,649700,1.126666667,12.34615385,20.1923077
416,28,1,285400,649700,2.601666667,13.11538461,21.30769231
416,29,1,285400,649700,1.24,12.61538462,20.42307692
416,30,1,285400,649700,1.696666667,11.80769231,26.34615385
416,31,1,285400,649700,0.513333333,11.80769231,19.42307693
416,32,1,285400,649700,2.488333333,10.96153846,15.96153846
416,33,1,285400,649700,1.355,8.038461539,20.23076923
416,34,1,285400,649700,1.493333333,5.34965035,26.38811189
416,35,1,285400,649700,2.35,5.884615385,14.96153846
416,36,1,285400,649700,1.553333333,4.674825175,27.15734266
417,24,1,374700,319900,1.975,6.615384616,23.34615385
417,25,1,374700,319900,3.293333333,5.384615385,10.07692308
417,26,1,374700,319900,2.225,5.644230769,12.45512821
417,27,1,374700,319900,2.5,10.80769231,12.76923077
417,28,1,374700,319900,3.781666667,11.34615384,8.269230771
417,29,1,374700,319900,2.99,9.038461537,7.461538462
417,30,1,374700,319900,3.106666667,5.923076923,8.923076923
417,31,1,374700,319900,2.216666667,6.692307692,8.038461539
417,32,1,374700,319900,3.551666667,4.307692308,8.576923077
417,33,1,374700,319900,2.886666667,4.259615385,7.125
417,34,1,374700,319900,2.676666667,3.5,8.076923078
417,35,1,374700,319900,3.508333333,4.333333333,2.916666667
417,36,1,374700,319900,2.623333333,2.192307692,1.346153847
418,24,1,402500,393700,1.261666667,8.076923077,8.807692308
418,25,1,402500,393700,2.583333333,7.076923077,6.538461539
418,26,1,402500,393700,1.725,9,6.807692308
418,27,1,402500,393700,1.991666667,6.26923077,4.192307692
418,28,1,402500,393700,3.316666667,7.923076923,2.884615385
418,29,1,402500,393700,2.383333333,5,3.884615385
418,30,1,402500,393700,2.613333333,3.961538462,3.346153846
418,31,1,402500,393700,1.606666667,3.301282051,3.471153846
418,32,1,402500,393700,2.921666667,6.333333334,3.166666667
418,33,1,402500,393700,2.258333333,3.6875,5.5625
419,24,1,394300,393600,2.856666667,5.807692308,0.346153846
419,25,1,394300,393600,4.216666667,5.532051282,0.282051282
419,26,1,394300,393600,3.331666667,8.692307694,0.576923077
419,27,1,394300,393600,3.601666667,8.240384616,0.118589744
420,24,1,527300,134600,2.546666667,10.69551282,11.56089744
420,25,1,527300,134600,3.761666667,15.71678322,7.090909091
420,26,1,527300,134600,2.471666667,14.92307693,7.220279721
420,27,1,527300,134600,2.43,11.45454545,6.818181818
420,28,1,527300,134600,3.668333333,12.34265734,9.944055947
420,29,1,527300,134600,3.133333333,8.76923077,6.653846154
420,30,1,527300,134600,3.015,13.15384615,6.230769231
420,31,1,527300,134600,3.061666667,10.19230769,5.576923077
420,32,1,527300,134600,4.091666667,8.325174825,4.405594406
420,33,1,527300,134600,3.565,8.240384616,4.669871795
420,34,1,527300,134600,3.278333333,7.217948718,2.496794872
420,35,1,527300,134600,3.531666667,10.5979021,3.006993007
420,36,1,527300,134600,2.845,15.79166667,1.849358974
421,24,1,412800,288600,2.708333333,6.961538462,4.923076923
421,25,1,412800,288600,3.83,9.307692306,6.230769231
421,26,1,412800,288600,2.778333333,6.346153847,5.038461539
421,27,1,412800,288600,2.985,6.846153847,0.961538462
421,28,1,412800,288600,4.281666667,6.307692308,0.730769231
421,29,1,412800,288600,3.565,6.846153847,2.576923077
421,30,1,412800,288600,3.63,5.884615385,0.846153846
421,31,1,412800,288600,2.945,2.230769231,0.230769231
421,32,1,412800,288600,4.155,4.461538462,0.076923077
421,33,1,412800,288600,3.463333333,7.307692308,2.384615385
421,34,1,412800,288600,3.338333333,5.689102565,1.381410257
421,35,1,412800,288600,3.926666667,10.69230769,0.346153846
421,36,1,412800,288600,3.198333333,6.769230769,1
422,24,-1,469100,442000,2.093333333,20.11538462,2.846153847
422,25,-1,469100,442000,3.09,24.53846154,2.076923077
422,26,-1,469100,442000,2.583333333,35.92307693,3.692307693
422,27,-1,469100,442000,2.641666667,26.88461539,2
422,28,-1,469100,442000,3.906666667,21.46153846,2.576923077
422,29,-1,469100,442000,2.883333333,28.23076923,1.384615385
422,30,-1,469100,442000,3.276666667,24.80769231,2.692307693
422,31,-1,469100,442000,2.225,16.26923077,5.115384616
422,32,-1,469100,442000,3.415,15.26923077,5.961538462
422,33,-1,469100,442000,2.855,27.65384616,5.5
422,34,-1,469100,442000,2.876666667,26.53846154,2.5
422,35,-1,469100,442000,3.538333333,23.07692308,0.692307693
422,36,-1,469100,442000,2.903333333,12.84615385,0.230769231
423,23,1,413000,416800,2.301666667,15.11538462,19
423,24,1,413000,416800,1.95,11.15705128,20.13461539
423,25,1,413000,416800,3.223333333,17.33974359,20.78846154
423,26,1,413000,416800,2.458333333,28.48076923,20.25320513
423,27,1,413000,416800,2.7,29.26923077,15.15384615
423,28,1,413000,416800,4.02,34.96153846,14.84615385
423,29,1,413000,416800,3.056666667,22.43076923,17.40769231
423,30,1,413000,416800,3.306666667,14.42307692,9.192307692
423,31,1,413000,416800,2.25,12.76923077,4.769230769
424,24,1,374000,336000,1.803333333,4.975524476,2.909090909
424,25,1,374000,336000,3.148333333,3.884615385,0.192307693
424,26,1,374000,336000,2.098333333,5,5.807692308
424,27,1,374000,336000,2.408333333,0.76923077,3.615384616
424,28,1,374000,336000,3.723333333,0.730769231,2.346153846
424,29,1,374000,336000,2.866666667,0.115384616,2.423076923
424,30,1,374000,336000,3.038333333,0.346153847,2.230769231
424,31,1,374000,336000,2.076666667,0.384615385,1.230769231
424,32,1,374000,336000,3.428333333,2.692307693,0.26923077
424,33,1,374000,336000,2.765,0.961538462,0.615384616
424,34,1,374000,336000,2.596666667,0.76923077,1.5
424,35,1,374000,336000,3.418333333,0.153846154,0.201923077
424,36,1,374000,336000,2.561666667,0.346153846,3.346153846
425,24,1,632600,308200,3.048333333,11.69230769,4.423076923
425,25,1,632600,308200,3.785,8.846153846,1.923076923
426,24,-1,305500,727000,0.458333333,0.076923077,0
426,25,-1,305500,727000,1.791666667,0,0
426,26,-1,305500,727000,1.713333333,0,0.153846154
426,27,-1,305500,727000,1.663333333,0,0
427,24,1,622500,245400,3.011666667,3.067307693,5.371794872
427,25,1,622500,245400,3.931666667,6.192307693,9.461538462
427,26,1,622500,245400,2.82,9.076923077,10.42307692
427,27,1,622500,245400,2.908333333,7.923076923,11.23076923
427,28,1,622500,245400,4.298333333,3.599358974,8.740384616
428,24,-1,359500,426600,2.653333333,20.15384616,46.11538462
428,25,-1,359500,426600,4.163333333,24.80769231,26.26923077
428,26,-1,359500,426600,3.306666667,17.38461539,26
429,24,-1,268700,758500,-0.766666667,0,4
429,25,-1,268700,758500,0.583333333,0.038461539,2.76923077
429,26,-1,268700,758500,0.338333333,1.692307692,0.153846154
430,24,-1,326200,639500,-0.321666667,0.090909091,2.954545455
430,25,-1,326200,639500,1.093333333,0.041666667,3.768939394
431,24,-1,366300,792400,0.186666667,10.23461538,1.303846154
431,25,-1,366300,792400,1.241666667,20.27272728,0.996503497
431,26,-1,366300,792400,1.541666667,17.5,4.5
431,27,-1,366300,792400,1.333333333,28.73076923,3.525641026
431,28,-1,366300,792400,2.811666667,22.26923077,0.692307693
432,24,-1,458300,314900,2.41,12.46153846,4
432,25,-1,458300,314900,3.368333333,5.346153846,2.76923077
433,24,1,652900,291200,3.545,7.115384616,30.03846154
433,25,1,652900,291200,4.26,4.846153846,23.76923077
433,26,1,652900,291200,3.448333333,3.884615385,21.23076923
433,27,1,652900,291200,3.491666667,2.769230769,18.26923077
433,28,1,652900,291200,4.926666667,1.653846154,24.07692308
433,29,1,652900,291200,3.838333333,3.041958042,24.6993007
433,30,1,652900,291200,4.44,3.461538462,18
433,31,1,652900,291200,3.83,3.230769231,11.92307692
433,32,1,652900,291200,4.798333333,3.461538462,6.884615386
433,33,1,652900,291200,4.23,3.038461539,3.346153846
433,34,1,652900,291200,4.24,3.884615385,4.884615385
433,35,1,652900,291200,4.253333333,0.76923077,1.807692308
434,24,1,351100,635600,0.521666667,2.038461539,100.7307692
434,25,1,351100,635600,1.826666667,5.423076923,77.26923077
434,26,1,351100,635600,1.59,11.26923077,88.84615386
434,27,1,351100,635600,1.666666667,12.30769231,88.00000002
434,28,1,351100,635600,3.103333333,17.34615385,27.42307693
434,29,1,351100,635600,1.735,12.88461538,111.1923077
434,30,1,351100,635600,2.235,6,88.34615385
434,31,1,351100,635600,0.831666667,4.388461539,70.58076923
435,24,-1,434200,316600,2.078333333,19.30769231,3.923076923
435,25,-1,434200,316600,3.161666667,19.53846154,2.884615385
435,26,-1,434200,316600,2.181666667,12.92307693,3.153846154
435,27,-1,434200,316600,2.413333333,13.07692308,5.769230769
435,28,-1,434200,316600,3.725,13.42307692,8.615384618
435,29,-1,434200,316600,2.925,14,4.807692308
435,30,-1,434200,316600,3.066666667,12.61538462,4.038461539
435,31,-1,434200,316600,2.226666667,10.38461539,4.807692308
435,32,-1,434200,316600,3.4,9.115384616,1.307692308
435,33,-1,434200,316600,2.73,11.03846154,2.153846154
435,34,-1,434200,316600,2.633333333,6.730769231,2.923076923
435,35,-1,434200,316600,3.301666667,12.92307693,2.5
435,36,-1,434200,316600,2.628333333,10.73076923,1.230769231
436,24,-1,500200,387400,2.266666667,15.76923077,29.07692308
436,25,-1,500200,387400,3.06,22.93910257,20.92307693
437,29,1,532600,125400,3.578333333,28.38461538,0.538461538
437,30,1,532600,125400,3.46,18.53846154,1
437,31,1,532600,125400,3.478333333,10.38461538,1.76923077
437,32,1,532600,125400,4.508333333,3.846153846,1.5
437,33,1,532600,125400,3.971666667,2.038461539,2.961538462
437,34,1,532600,125400,3.681666667,3.884615385,1.653846154
437,35,1,532600,125400,3.87,2.692307693,1.692307693
437,36,1,532600,125400,3.225,2.807692308,0.307692308
438,24,-1,261200,379300,4.701666667,4.666666667,4.125
438,25,-1,261200,379300,6.221666667,3.346153846,2.769230769
438,26,-1,261200,379300,5.21,3.590909091,3.840909091
438,27,-1,261200,379300,5.45,1.942307693,2.935897436
438,28,-1,261200,379300,6.893333333,0.583333334,2.144230769
438,29,-1,261200,379300,6.04,0.076923077,0.192307693
438,30,-1,261200,379300,6.186666667,0.045454546,0.877622378
438,31,-1,261200,379300,4.843333333,1.468531469,1.318181818
438,32,-1,261200,379300,6.485,1.305194806,0.071428572
438,33,-1,261200,379300,5.453333333,1.055944056,0.122377623
439,24,-1,434100,264600,2.476666667,3.423076924,1.461538462
439,25,-1,434100,264600,3.516666667,3.307692308,0.730769231
439,26,-1,434100,264600,2.458333333,4.115384616,0.769230769
439,27,-1,434100,264600,2.628333333,4.884615385,1.461538462
439,28,-1,434100,264600,3.881666667,6.461538462,1.192307692
439,29,-1,434100,264600,3.24,7.615384616,1.846153846
439,30,-1,434100,264600,3.241666667,5.923076923,1.538461539
439,31,-1,434100,264600,2.691666667,4.433566434,0.968531469
439,32,-1,434100,264600,3.711666667,2.826923077,1.831730769
439,33,-1,434100,264600,3.086666667,4.76923077,0.692307693
439,34,-1,434100,264600,2.926666667,6.346153846,1
439,35,-1,434100,264600,3.56,5,0.181818182
439,36,-1,434100,264600,2.878333333,2.153846154,0.384615385
440,24,-1,279100,681200,0.515,0,0.541666667
440,25,-1,279100,681200,1.923333333,0,0.115384616
440,26,-1,279100,681200,1.68,0,0.083333334
440,27,-1,279100,681200,1.748333333,0,0
440,28,-1,279100,681200,3.23,0,0
440,29,-1,279100,681200,1.83,0.041666667,0
440,30,-1,279100,681200,2.308333333,0.1,0
440,31,-1,279100,681200,0.976666667,3.202797203,0.038461539
440,32,-1,279100,681200,2.556666667,2.55448718,0.166666667
440,33,-1,279100,681200,1.595,2.038461539,0.038461539
440,34,-1,279100,681200,1.668333333,1.788461539,0.083333334
440,35,-1,279100,681200,2.543333333,1.041666667,0.045454546
440,36,-1,279100,681200,1.778333333,3.157692308,0.192307693
441,24,1,525100,270200,3.08,31.92307693,28.34615385
441,25,1,525100,270200,3.94,37.88461539,17.15384616
441,26,1,525100,270200,2.798333333,39.42307693,19.6923077
441,27,1,525100,270200,2.986666667,29.61538462,16.61538462
442,30,-1,328700,478800,3.286666667,6.461538462,3.846153846
442,31,-1,328700,478800,2.176666667,5.368589744,5.733974359
442,32,-1,328700,478800,3.988333333,4.076923077,1.153846154
442,33,-1,328700,478800,2.906666667,5.1,0.5
443,24,-1,291600,677100,1.293333333,6.849358974,8.673076923
443,25,-1,291600,677100,2.685,8.423076924,7.115384616
443,26,-1,291600,677100,2.478333333,11.15384615,4.923076923
443,27,-1,291600,677100,2.536666667,8.923076921,12.34615384
443,28,-1,291600,677100,4.02,9.05128205,5.733974359
443,29,-1,291600,677100,2.61,7.192307693,4.384615385
443,30,-1,291600,677100,3.086666667,6.871794872,7.596153846
443,31,-1,291600,677100,1.835,6.076923077,10.61538462
443,32,-1,291600,677100,3.495,6.708333334,8.445512821
443,33,-1,291600,677100,2.5,6.83974359,11.125
443,34,-1,291600,677100,2.58,4.961538462,11.03846154
443,35,-1,291600,677100,3.498333333,7.769230772,8
443,36,-1,291600,677100,2.76,6.423076923,10.26923077
444,24,-1,474500,360000,2.305,4.032051282,10.48717949
444,25,-1,474500,360000,3.263333333,4.653846154,2.538461539
444,26,-1,474500,360000,2.451666667,5.769230769,3.384615385
444,27,-1,474500,360000,2.65,6.288461539,0.884615385
445,24,1,618900,243100,3.01,24.06410257,27.56410257
445,25,1,618900,243100,3.956666667,18.30769231,28
445,26,1,618900,243100,2.815,18.91287879,27.14393939
445,27,1,618900,243100,2.903333333,20.84615385,22.5
445,28,1,618900,243100,4.28,20.30769231,34.07692308
445,29,1,618900,243100,3.441666667,18.92307693,24.15384615
445,30,1,618900,243100,3.79,14.73076924,22.84615385
445,31,1,618900,243100,3.358333333,17.30769231,19.38461538
446,24,-1,603400,343500,3.443333333,1.176923077,3.326923077
446,25,-1,603400,343500,4.196666667,7.590909091,5.590909091
446,26,-1,603400,343500,3.416666667,7.513888889,7.597222223
447,24,1,373100,413900,2.006666667,4.346153847,3.307692308
447,25,1,373100,413900,3.421666667,1.961538462,0.384615385
447,26,1,373100,413900,2.538333333,2.653846154,1.307692308
447,27,1,373100,413900,2.776666667,6.076923077,1.384615385
448,24,-1,383700,378600,2.328333333,3.192307692,4.076923077
448,25,-1,383700,378600,3.725,0,0.230769231
448,26,-1,383700,378600,2.765,0.394230769,3.115384616
448,27,-1,383700,378600,3.071666667,0.153846154,2.461538462
448,28,-1,383700,378600,4.416666667,0.153846154,0.5
448,29,-1,383700,378600,3.496666667,0,3.461538462
448,30,-1,383700,378600,3.708333333,0,1.76923077
448,31,-1,383700,378600,2.65,0.038461539,3.381410257
448,32,-1,383700,378600,3.976666667,0,1.576923077
449,24,-1,400200,464500,1.131666667,8.362179488,5.330128205
449,25,-1,400200,464500,2.435,8,7.590909091
449,26,-1,400200,464500,1.796666667,7.666666667,6.833333333
449,27,-1,400200,464500,1.943333333,3.844155844,4.987012987
449,28,-1,400200,464500,3.308333333,5.939393939,4.696969697
449,29,-1,400200,464500,2.29,3.208333334,5.708333334
449,30,-1,400200,464500,2.536666667,8.128787881,6.700757576
449,31,-1,400200,464500,1.418333333,11.31666667,5.641666667
450,24,1,630700,235400,4.155,10.96153846,10.03846154
450,25,1,630700,235400,5.106666667,15.32371795,7.278846154
450,26,1,630700,235400,3.975,16.26923077,8.923076923
450,27,1,630700,235400,4.026666667,11.80769231,7.423076923
450,28,1,630700,235400,5.44,8.384615385,5.999999998
450,29,1,630700,235400,4.546666667,13.42307692,2.153846154
450,30,1,630700,235400,4.946666667,12.53846154,5.576923077
450,31,1,630700,235400,4.508333333,9.384615385,6.153846154
450,32,1,630700,235400,5.41,8.307692308,5.230769231
450,33,1,630700,235400,4.721666667,5.820512821,4.773504274
451,24,1,597601,234300,2.636666667,13.03846154,10.25874126
451,25,1,597601,234300,3.62,15.04166667,6.416666667
451,26,1,597601,234300,2.433333333,11.94642857,3.345238095
452,29,1,597601,234301,3.131666667,3.615384615,4.769230769
452,30,1,597601,234301,3.406666667,8.461538461,4.26923077
452,31,1,597601,234301,3.038333333,7.996794874,4.307692308
453,24,-1,411500,421300,2.405,6.416083916,9.055944058
453,25,-1,411500,421300,3.676666667,6.564393939,1.337121212
453,26,-1,411500,421300,2.925,5.230769231,4.153846154
454,25,1,486500,209300,3.621666667,3.846153846,2.076923077
454,26,1,486500,209300,2.461666667,4.788461539,7.157051282
454,27,1,486500,209300,2.605,3.538461539,1.038461539
454,28,1,486500,209300,3.761666667,4.807692308,1.576923077
454,29,1,486500,209300,3.26,4.423076923,0.730769231
454,30,1,486500,209300,3.225,3.862179488,0.490384616
454,31,1,486500,209300,2.973333333,3.230769231,2.038461538
454,32,1,486500,209300,3.863333333,6.923076923,1.230769231
454,33,1,486500,209300,3.41,6.153846154,2.692307693
454,34,1,486500,209300,3.171666667,5.730769231,1.269230769
454,35,1,486500,209300,3.626666667,5.653846154,2.307692308
454,36,1,486500,209300,2.841666667,2.730769231,0.384615385
455,29,1,555100,280800,3.216666667,9.69230769,9.269230769
455,30,1,555100,280800,3.451666667,7.923076924,16.38461538
455,31,1,555100,280800,2.916666667,7.615384616,3
455,32,1,555100,280800,3.94,6.961538462,6.423076923
455,33,1,555100,280800,3.28,7.923076923,4.884615385
455,34,1,555100,280800,3.355,3.038461539,1.384615385
455,35,1,555100,280800,3.698333333,4.26923077,2.846153847
455,36,1,555100,280800,3.138333333,1.384615385,0.769230769
456,24,1,207100,560500,2.056666667,10.15384616,2.307692308
456,25,1,207100,560500,3.535,7.884615385,1.5
456,26,1,207100,560500,3.111666667,10.26923077,1.692307693
456,27,1,207100,560500,3.1,11.84615385,2.269230769
456,28,1,207100,560500,4.645,8.961538462,0.615384616
456,29,1,207100,560500,3.365,11.61538462,1.423076923
456,30,1,207100,560500,3.753333333,9.192307693,0.807692308
456,31,1,207100,560500,2.326666667,10.19230769,0
456,32,1,207100,560500,4.248333333,10.65384615,0.230769231
456,33,1,207100,560500,3.166666667,10.34615385,0.538461539
456,34,1,207100,560500,3.258333333,8.038461539,0.307692308
456,35,1,207100,560500,3.998333333,11.38461538,0
457,24,1,606400,259700,2.815,14.42307693,15.96153846
457,25,1,606400,259700,3.7,4.923076923,8.692307692
457,26,1,606400,259700,2.615,8.538461538,4.076923077
457,27,1,606400,259700,2.738333333,6.923076923,23.5
458,24,-1,322900,556000,1.806666667,50.38461539,22.76923077
458,25,-1,322900,556000,3.4,70.14423077,9.083333335
458,26,-1,322900,556000,2.903333333,93.07692306,48.15384616
458,27,-1,322900,556000,2.925,107.1794872,34.26282051
458,28,-1,322900,556000,4.346666667,64.61538462,8.076923076
458,29,-1,322900,556000,3.193333333,65.60897436,18.71153846
458,30,-1,322900,556000,3.538333333,45.84615385,45.46153846
458,31,-1,322900,556000,1.991666667,68.79807693,12.58012821
458,32,-1,322900,556000,3.483333333,49.53205128,10.875
458,33,-1,322900,556000,2.373333333,40.19166667,3.608333334
458,34,-1,322900,556000,2.393333333,41.6923077,2.5
458,35,-1,322900,556000,3.506666667,53.87412587,1.038461539
458,36,-1,322900,556000,2.516666667,39.86538462,3.471153846
459,24,1,618500,243100,3.01,7.446153846,12.48461539
459,25,1,618500,243100,3.956666667,6.653846154,9.384615386
460,26,-1,311400,257100,1.81,30.07692308,53.96153846
460,27,-1,311400,257100,2.046666667,43.69230769,34.23076923
460,28,-1,311400,257100,3.358333333,49.11538462,7.230769229
461,28,-1,281400,192100,4.658333333,5.730769231,0
461,29,-1,281400,192100,3.966666667,6.269230769,0
461,30,-1,281400,192100,3.983333333,4.692307693,0
461,31,-1,281400,192100,3.341666667,5.307692308,0
461,32,-1,281400,192100,4.366666667,13.38461539,0.153846154
462,24,-1,351400,175400,4.058333333,0,1.884615385
462,25,-1,351400,175400,5.368333333,0,1.115384616
462,26,-1,351400,175400,4.141666667,0,1.621794872
462,27,-1,351400,175400,4.238333333,0,1.988461539
462,28,-1,351400,175400,5.431666667,0,2.884615385
462,29,-1,351400,175400,4.848333333,0,2.230769231
462,30,-1,351400,175400,4.806666667,0,0.730769231
462,31,-1,351400,175400,4.333333333,0,1
462,32,-1,351400,175400,5.596666667,0,0.384615385
462,33,-1,351400,175400,5.125,0,0.076923077
462,34,-1,351400,175400,4.806666667,0,0
462,35,-1,351400,175400,5.318333333,0,0
462,36,-1,351400,175400,4.446666667,0,0
463,24,-1,196100,218200,3.355,19.77272728,18.19230769
463,25,-1,196100,218200,4.885,29.96153846,16.65384615
463,26,-1,196100,218200,3.59,19.875,20.7948718
463,27,-1,196100,218200,3.645,19.45833334,21.94871795
463,28,-1,196100,218200,5.055,21.04545455,22.86363637
464,24,-1,420400,366500,1.821666667,16.07692308,12.19230769
464,25,-1,420400,366500,3.033333333,19,3.615384615
464,26,-1,420400,366500,2.163333333,21.88461539,5.730769231
464,27,-1,420400,366500,2.408333333,14.19230769,2.016025641
464,28,-1,420400,366500,3.718333333,15.77727273,1.059090909
465,24,-1,346500,382800,2.971666667,4.807692308,14.46153846
465,25,-1,346500,382800,4.47,12.57692308,0.038461539
465,26,-1,346500,382800,3.415,16.23076923,4.076923077
465,27,-1,346500,382800,3.773333333,16.66666667,8.666666667
466,25,-1,611000,285400,3.388333333,0.461538462,6.461538462
466,26,-1,611000,285400,2.411666667,1.477564103,0.875
467,25,1,318700,180400,4.496666667,8.307692308,4.153846154
467,26,1,318700,180400,3.236666667,8.923076924,8.884615384
467,27,1,318700,180400,3.296666667,11.76923077,4.692307692
467,28,1,318700,180400,4.558333333,7.461538462,5.615384616
467,29,1,318700,180400,3.921666667,13.34615385,3.884615385
467,30,1,318700,180400,3.923333333,10.46153846,4
467,31,1,318700,180400,3.436666667,10.57692308,8.307692308
467,32,1,318700,180400,4.623333333,9.394230769,4.842948718
467,33,1,318700,180400,4.145,7.384615385,4.153846154
467,34,1,318700,180400,3.753333333,8.461538462,6.269230769
467,35,1,318700,180400,4.41,12.57692308,1.461538462
467,36,1,318700,180400,3.695,12.92307693,3.769230769
468,25,1,475100,106700,4.97,26.30769231,22.03846154
468,26,1,475100,106700,3.658333333,13.23076923,9.108974357
468,27,1,475100,106700,3.53,15.84615385,14.15384616
